rec_id,category_name,guideline_name,guideline_year,class,level,evidence_first_authors,rec_text_verbatim
11,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,C,[Gardner <i>et al.</i> <br>Birkett <i>et al.</i> <br>Hoogeven <i>et al.</i>],"For patients with suspected intermittent claudication and normal ankle brachial index at rest, a treadmill test with pre- and post-test measurements of the ankle brachial index\* may be considered, to establish the peripheral arterial disease diagnosis and to quantify severity."
12,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,C,[Nicolai <i>et al.</i> <br>Gardner <i>et al.</i>],"When evaluating patients with suspected or confirmed intermittent claudication on a treadmill, the maximum walking distance observed during a graded treadmill test may be considered the most reliable treadmill parameter."
13,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,B,[McDermott <i>et al.</i> <br>McDermott <i>et al.</i> <br>Nordanstig <i>et al.</i> <br>McDermott <i>et al.</i>],"For patients with intermittent claudication, the six minute walking test should be considered as the primary walking capacity test to determine the severity of intermittent claudication, as it is more representative than treadmill testing of everyday ambulatory function."
14,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,C,[Consensus],"For diagnosis and conservative treatment of intermittent claudication, medical imaging is not indicated as the diagnosis can be fully established on clinical grounds from the medical history, a comprehensive medical examination and non-invasive bedside tests."
15,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Consensus],"For patients with lower limb peripheral arterial disease in whom lower limb revascularisation is indicated and being considered, pre-procedural vascular imaging is recommended, to evaluate the location(s) and extent of arterial lesions."
16,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,B,[Jens <i>et al.</i> <br>Menke <i>et al.</i> <br>Met <i>et al.</i> <br>Heijenbrok-Kal <i>et al.</i> <br>Collins <i>et al.</i> <br>Sun <i>et al.</i> <br>Koelemay <i>et al.</i> <br>Nelemans <i>et al.</i> <br>Visser <i>et al.</i> <br>Verma <i>et al.</i>],"For patients with lower limb peripheral arterial disease in whom imaging is indicated, duplex ultrasound, magnetic resonance angiography, or computed tomography angiography are recommended as primary imaging modalities, at the discretion of the treating physician."
17,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,C,[Poku <i>et al.</i> <br>Mays <i>et al.</i> <br>Conijn <i>et al.</i>],"For patients with intermittent claudication, properly developed and tested patient reported outcome measures should be considered to characterise functional status and health related quality of life when considering indications for treatment, outcome evaluation, and for scientific purposes."
18,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,C,[Nordanstig <i>et al.</i>],Trials and registries on the treatment of patients with intermittent claudication should consider using the Vascular Quality of Life six items survey (VascuQoL-6) to incorporate patient reported outcome measures in a comparable way.
19,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,C,[Consensus],"For patients with lower limb peripheral arterial disease, the use of laboratory biomarkers for clinical risk stratification purposes is not recommended due to insufficient scientific data to support such strategies."
20,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Consensus],"For all patients with suspected or confirmed lower limb peripheral arterial disease, it is recommended to ask about tobacco use and advise to stop smoking due to the risk of atherosclerotic disease progression, major cardiovascular events, and limb events from continued smoking."
21,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Morgan <i>et al.</i> <br>Canga <i>et al.</i> <br>Weissfeld <i>et al.</i> <br>Bock <i>et al.</i> <br>Smith <i>et al.</i> <br>Carson-Chahhoud <i>et al.</i>],"For all patients with lower limb peripheral arterial disease who smoke, it is recommended that both behavioural interventions and pharmacotherapy for smoking cessation are offered to provide the most effective means for successful smoking cessation."
22,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,B,[Hennrikus <i>et al.</i>],"For patients with lower limb peripheral arterial disease who smoke, counselling as part of intensive smoking cessation intervention is recommended."
23,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,B,[Barua <i>et al.</i> <br>Anthenelli <i>et al.</i>],"For patients with lower limb peripheral arterial disease who smoke, varenicline, either alone or in combination with nicotine replacement therapy, is recommended as the first line pharmacological smoking cessation treatment due to its higher effectiveness compared with other pharmacological alternatives."
24,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Consensus],"For patients with lower limb peripheral arterial disease who smoke, a follow up contact is recommended to monitor adherence, treatment response, and adverse events within two to four weeks after initiation of a smoking cessation attempt."
25,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,C,[Consensus],"For patients with lower limb peripheral arterial disease, screening for obesity, metabolic syndrome, and diabetes, with subsequent optimal management should be considered, to reduce the risk of lower limb disease progression with the added benefit of reducing overall cardiovascular risk."
26,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,C,[Consensus],"For patients with lower limb peripheral arterial disease, comprehensive screening for cardiovascular risk factors, with subsequent optimal management should be considered, to reduce the risk of lower limb disease progression with the added benefit of reducing overall cardiovascular risk."
27,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Consensus],"For patients with lower limb peripheral arterial disease, it is recommended that each new medical prescription should be accompanied by patient centred counselling and include appropriate recommendations to change modifiable risk factors, lifestyle, and health behaviour."
28,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Antoniou <i>et al.</i> <br>Heart Protection Study Collaborative Group <br>Aung <i>et al.</i> <br>Kumbhani <i>et al.</i> <br>Mohler <i>et al.</i> <br>Peters <i>et al.</i> <br>Ramos <i>et al.</i> <br>Vogel <i>et al.</i> <br>Mills <i>et al.</i> <br>Rodriguez <i>et al.</i> <br>De Martino <i>et al.</i> <br>Cholesterol Treatment Trialists Collaborators <br>Cholesterol Treatment Trialists Collaborators],"For all patients with symptomatic lower limb peripheral arterial disease, high intensity statin treatment is recommended, to reduce the subsequent risk of major cardiovascular events, limb events, and disease progression."
29,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Consensus],"For all patients with asymptomatic lower limb peripheral arterial disease, high intensity statin treatment is recommended to reduce the subsequent risk of major cardiovascular events, limb events, and disease progression."
30,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Ponce <i>et al.</i> <br>Leya <i>et al.</i>],"For patients > 80 years with lower limb peripheral arterial disease, it is recommended to offer treatment with statins for the same indications that apply to younger people, but caution should be exercised in patients who are under polypharmacy and or with severely impaired liver or kidney function.\*"
31,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Kokkinidis <i>et al.</i> <br>Pastori <i>et al.</i> <br>Peters <i>et al.</i> <br>Sigvant <i>et al.</i>],"For patients with lower limb peripheral arterial disease, it is recommended to monitor long term prescription rates and longitudinal adherence to statin therapy to improve treatment concordance."
32,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,B,[Mach <i>et al.</i> <br>Cannon <i>et al.</i> <br>Cholesterol Treatment Trialists Collaborators <br>Sabatine <i>et al.</i> <br>Belch <i>et al.</i>],"For patients with lower limb peripheral arterial disease, it is recommended to reduce the low density lipoprotein cholesterol concentrations to $< 1.4 \text{ mmol/L}$ ( $< 55 \text{ mg/dL}$ ) and decrease it by $\ge 50\%$ if baseline values are within $55 - 110 \text{ mg/dL}$."
33,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Cannon <i>et al.</i>],"For patients with lower limb peripheral arterial disease who are unable to achieve appropriate lipid targets despite following lifestyle advice and adherence to a high intensity statin therapy with appropriate doses of atorvastatin or rosuvastatin, the addition of ezetimibe is recommended, to reach recommended low density lipoprotein cholesterol target levels."
34,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,C,[Consensus],"For patients with lower limb peripheral arterial disease who may reach their lipid targets under high intensity statin therapy with or without ezetimibe, the primary use of proprotein convertase subtilisin-kexin type 9 inhibitors is not recommended as first line therapy."
35,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Unger <i>et al.</i> <br>Visseren <i>et al.</i> <br>Williams <i>et al.</i> <br>Lewington <i>et al.</i>],"For patients with lower limb peripheral arterial disease, it is recommended to reduce the blood pressure to $\le 120 - 129/80 \text{ mmHg}$ in patients $< 70$ years and to $\le 130 - 139/80 \text{ mmHg}$ in patients $\ge 70$ years to reduce the risk of major adverse cardiovascular events."
36,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Visseren <i>et al.</i> <br>Unger <i>et al.</i> <br>Yusuf <i>et al.</i> <br>Ostergren <i>et al.</i> <br>Heart Outcomes Prevention Evaluation Study Investigators],"For patients with lower limb peripheral arterial disease and hypertension, it is recommended that antihypertensive pharmacotherapy follows a stepwise approach.\*"
37,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Cosentino <i>et al.</i> <br>American Diabetes Association <br>UK Prospective Diabetes Study Group <br>Diabetes Control and Complications Trial Research Group <br>Holman <i>et al.</i>],"For patients with lower limb peripheral arterial disease and diabetes, it is recommended to reduce the blood glucose to near normal haemoglobin A1c values $\le 7\%$ ( $\le 53$ mmol/mol) to prevent vascular complications."
38,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,B,[Cosentino <i>et al.</i> <br>American Diabetes Association <br>Visseren <i>et al.</i>],"Patients with lower limb peripheral arterial disease and type 2 diabetes, both sodium glucose cotransporter 2 inhibitors and glucagon like peptide 1 receptor agonists are recommended as first line hypoglycaemic agents to reduce the risk of major cardiovascular and renal events."
39,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Peters <i>et al.</i> <br>Ciszewski <i>et al.</i> <br>Gurfinkel <i>et al.</i>],"For patients with lower limb peripheral arterial disease, annual influenza vaccination is recommended, to reduce the risk of a severe influenza infection."
40,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Smolderen <i>et al.</i>],"For patients with lower limb peripheral arterial disease, full vaccination against COVID-19 disease is recommended due to the increased risk of hospitalisation with severe COVID-19 illness."
41,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Kraus et al. <br>Powell et al.],"For all patients with lower limb peripheral arterial disease (including asymptomatic stages) it is recommended to strive for at least 150 – 300 minutes a week of moderate intensity or 75 – 150 minutes a week of vigorous intensity aerobic physical activity, to reduce all cause and cardiovascular mortality and cardiovascular morbidity."
42,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,Iib,C,[McDermott et al. <br>Laslovich et al. <br>Farhad et al. <br>McDermott et al. <br>McDermott et al.],"For individuals with asymptomatic lower limb peripheral artery disease, supervised exercise programmes or structured home based exercise programmes may be considered, to improve maximum walking distance, health related quality of life, physical activity levels, and self reported functional impairment."
43,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,A,[Belch et al. <br>Fowkes et al. <br>Amblar et al.],Patients with asymptomatic lower limb peripheral arterial disease without other contemporary indications for antithrombotic treatment should not be treated with aspirin as bleeding risk and side effects are likely to outweigh the benefit.
44,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Fowkes <i>et al.</i> <br>Hajibandeh <i>et al.</i> <br>Heald <i>et al.</i> <br>Qu <i>et al.</i> <br>Pereira Filho <i>et al.</i> <br>Sigvant <i>et al.</i>],"For patients with lower limb peripheral arterial disease, even if asymptomatic, it is recommended to consider an ankle brachial index $\le 0.9$ or $\ge 1.4$ a risk enhancing factor for a cardiovascular event and for an increased all cause mortality."
45,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,B,[Fakhry <i>et al.</i> <br>Hageman <i>et al.</i> <br>Van den Houten <i>et al.</i> <br>Reynolds <i>et al.</i> <br>Fokkenrood <i>et al.</i> <br>Mazari <i>et al.</i> <br>Spronk <i>et al.</i> <br>Treesak <i>et al.</i> <br>De Vries <i>et al.</i>],"For patients with intermittent claudication, a stepwise approach is recommended, providing risk factor management, best medical treatment, and exercise therapy as a first step, and revascularisation as a second step in compliant patients with continued disabling limb symptoms."
46,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Fokkenrood <i>et al.</i> <br>Hageman <i>et al.</i> <br>Parmenter <i>et al.</i> <br>Vemulapalli <i>et al.</i> <br>Gommans <i>et al.</i> <br>Fakhry <i>et al.</i> <br>Pymer <i>et al.</i>],"For patients with intermittent claudication, a supervised exercise programme is recommended as first line therapy to improve maximum and pain free walking distance, health related quality of life, and self reported functional impairment."
47,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,A,[Golledge <i>et al.</i> <br>Pymer <i>et al.</i>],"For patients with intermittent claudication, a structured home based exercise programme with behaviour intervention strategies should be considered, to improve maximum and pain free walking distance, when supervised exercise therapy is not possible."
48,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,A,[Jansen <i>et al.</i>],"For patients with intermittent claudication, alternative modes of supervised exercise programmes, including arm ergometry, strength training, cycling, aerobic exercise, Nordic walking, and combinations of exercise should be considered, to improve maximum and pain free walking distance, when supervised walking exercise is not possible."
49,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,B,[Siercke <i>et al.</i>],"For patients with intermittent claudication, participation in an exercise based cardiac rehabilitation programme may be considered, to improve maximum walking distance and self reported functional impairment when supervised exercise therapy is not possible."
50,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Saratzis <i>et al.</i> <br>Klaphake <i>et al.</i> <br>Meneses <i>et al.</i> <br>Aherne <i>et al.</i> <br>Fakhry <i>et al.</i> <br>Doshi <i>et al.</i> <br>Bø <i>et al.</i> <br>Fakhry <i>et al.</i> <br>Thanigaimani <i>et al.</i> <br>Kruidenier <i>et al.</i>],"For patients with intermittent claudication who have undergone a revascularisation procedure, it is recommended to initiate or continue with supervised exercise therapy to increase walking capacity and health related quality of life and to decrease the need for secondary revascularisation procedures."
51,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,A,[Bedenis <i>et al.</i> <br>Stevens <i>et al.</i> <br>Salhiyyah <i>et al.</i> <br>Salhiyyah <i>et al.</i> <br>Dawson <i>et al.</i>],"For patients with lifestyle limiting intermittent claudication who adhere to best medical treatment including exercise therapy, cilostazol or naftidrofuryl oxalate should be considered, to improve walking distance, but treatment should be stopped after three to six months of therapy if no improvement has been noted."
52,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,B,[Salhiyyah <i>et al.</i> <br>Robertson <i>et al.</i>],"For patients with intermittent claudication, prostanoids are not recommended to improve walking distance."
53,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Consensus],It is recommended that new and emerging revascularisation concepts and techniques for intermittent claudication that have not yet been adequately evaluated in clinical trials and or have not yet received regulatory approval should only be used within the framework of studies approved by research ethics committees.
54,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,B,[Koeckerling <i>et al.</i> <br>Klein <i>et al.</i> <br>Goode <i>et al.</i> <br>Jongsma <i>et al.</i>],"For patients with disabling intermittent claudication undergoing revascularisation, balloon angioplasty with selective bare metal stent placement should be considered as the primary approach for iliac artery stenoses due to similar effectiveness and safety compared with primary stenting."
55,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,B,[Koeckerling <i>et al.</i> <br>Klein <i>et al.</i> <br>Goode <i>et al.</i> <br>Jongsma <i>et al.</i>],"For patients with disabling intermittent claudication undergoing revascularisation, primary bare metal stenting is recommended over primary balloon angioplasty for iliac artery occlusions due to the lower risk of distal embolisation."
56,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,B,[Koeckerling <i>et al.</i> <br>Krankenberg <i>et al.</i>],"For patients with disabling intermittent claudication undergoing revascularisation who need stent placement for iliac artery lesions, the application of self expanding bare metal stents rather than balloon expandable stents may be considered due to the lower risk of re-stenosis and target lesion revascularisation compared with balloon expandable stents."
57,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,B,[Koeckerling <i>et al.</i> <br>Mwipatayi <i>et al.</i> <br>Bekken <i>et al.</i>],"For patients with disabling intermittent claudication undergoing revascularisation who have Trans-Atlantic Inter-Society Consensus Document II C/D iliac lesions, covered stent placement may be considered over bare metal stents due to higher patency rates."
58,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,B,[Salem <i>et al.</i> <br>Premaratne <i>et al.</i> <br>Indes <i>et al.</i> <br>Starodubtsev <i>et al.</i>],"For patients with disabling intermittent claudication undergoing revascularisation who are considered as low risk with long life expectancy, open surgery may be considered for Trans-Atlantic Inter-Society Consensus Document II C/D lesions that include the iliac arteries as well as the aorta up to the renal arteries, due to favourable primary and secondary patency rates compared with endovascular approaches."
59,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,B,[Capoccia <i>et al.</i> <br>Eiberg <i>et al.</i> <br>Ricco <i>et al.</i>],"For patients with disabling intermittent claudication undergoing revascularisation who are not suitable for iliac endovascular, hybrid or surgical anatomical revascularisation, femorofemoral crossover bypass grafting may be considered, as an alternative for aorto-iliac occlusive lesions."
60,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Ballotta et al. <br>Kang et al.],"For fit patients with disabling intermittent claudication at low risk of groin complications and with common femoral artery bifurcation stenosis or occlusion undergoing revascularisation, open surgery is recommended due to expected higher long term patency rates compared with endovascular approaches."
61,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,B,[Changal et al. <br>Boufi et al.],"For patients with disabling intermittent claudication undergoing revascularisation, with common femoral artery stenosis or occlusion not extending down to the femoral bifurcation, endovascular treatment may be considered as an alternative to open surgery due to similar midterm patency rates compared with open surgery in non-complex common femoral artery lesions."
62,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,C,[Consensus],"For patients with disabling intermittent claudication and a hostile groin (e.g., prior ipsilateral common femoral endarterectomy, morbid obesity, or previous regional radiotherapy to the groin region) undergoing revascularisation, endovascular treatment of steno-occlusive disease of the femoral bifurcation may be considered over open surgery due to the lower risk of surgical wound complications."
63,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Djerf et al. <br>Gunnarsson et al. <br>Howard et al.],"For patients with disabling intermittent claudication due to femoropopliteal steno-occlusive disease, a careful selection for revascularisation is recommended where the treatment indication is weighed against the degree of disability, results of non-invasive therapies, concomitant comorbidities, procedural risks, and expected procedural patency, due to remaining uncertainty about sustained clinical benefits and risks."
64,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,A,[Koeckerling <i>et al.</i>],"For patients with disabling intermittent claudication undergoing revascularisation who have Trans-Atlantic Inter-Society Consensus Document II A/B femoropopliteal lesions, the adjunctive use of paclitaxel coated balloon angioplasty should be considered after optimal balloon angioplasty without the need for stenting."
65,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,C,[Consensus],"For patients with disabling intermittent claudication undergoing revascularisation, primary bare metal stenting is not recommended over balloon angioplasty with provisional stenting in femoropopliteal lesions due to the unfavourable secondary patency rates in patients with in stent re-stenosis."
66,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,B,[Koeckerling <i>et al.</i> <br>Dake <i>et al.</i> <br>Gouëffic <i>et al.</i> <br>Bausback <i>et al.</i> <br>Liistro <i>et al.</i> <br>Gouëffic <i>et al.</i>],"For patients with disabling intermittent claudication undergoing revascularisation, selective drug eluting stent placement should be considered if femoropopliteal plain balloon angioplasty leads to suboptimal results i.e., residual stenosis or dissection."
67,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,A,[Koeckerling <i>et al.</i> <br>Vroegindeweijs <i>et al.</i> <br>Tielbeek <i>et al.</i> <br>Shammas <i>et al.</i> <br>Dattilo <i>et al.</i> <br>Ott <i>et al.</i> <br>Zeller <i>et al.</i> <br>Cai <i>et al.</i>],"For patients with disabling intermittent claudication undergoing revascularisation, routine use of atherectomy for the treatment of femoropopliteal lesions is not recommended due to the lack of superiority of atherectomy over conventional endovascular therapies in terms of efficacy and safety endpoints."
68,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,B,[Koeckerling <i>et al.</i> <br>Saxon <i>et al.</i> <br>Geraghty <i>et al.</i> <br>Lammer <i>et al.</i>],"For patients with disabling intermittent claudication undergoing revascularisation, covered stents may be considered an alternative to bare metal stents in the treatment of long (> 20 cm) femoropopliteal lesions due to favourable patency rates."
69,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,C,[Consensus],"For patients with disabling intermittent claudication with long and heavily calcified femoropopliteal occlusions undergoing revascularisation, the revascularisation strategy should be individualised and include specific patient and lesion characteristics, centre and interventionist experience, device availability, and the presence or absence of a suitable venous conduit."
70,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Amblerr <i>et al.</i> <br>Vossen <i>et al.</i> <br>Kim <i>et al.</i> <br>Sharrock <i>et al.</i>],"For patients with disabling intermittent claudication undergoing femoropopliteal bypass, autologous vein grafts are recommended over prosthetic grafts due to the favourable long term patency rates."
71,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,C,[Consensus],"For patients with disabling intermittent claudication, endovascular treatment of isolated below the knee lesions is not recommended due to the risk of harm from tibial revascularisation."
72,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,C,[Zeller <i>et al.</i> <br>Rastan <i>et al.</i>],"In the extreme scenario of highly selected patients with disabling intermittent claudication, where endovascular revascularisation of below the knee lesions is deemed necessary, balloon angioplasty with selective drug eluting stent placement may be considered."
73,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,C,[Rastan <i>et al.</i>],"In the extreme scenario of highly selected patients with disabling intermittent claudication who require stent placement for short below the knee lesions, the use of drug eluting stents rather than bare metal stents may be considered due to the favourable patency rates of drug eluting stents."
