rec_id,category_name,guideline_name,guideline_year,class,level,evidence_first_authors,rec_text_verbatim
27,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,IIa,B,[],"Open aortic arch repair should be considered in patients with concomitant aortic valve pathology or at high risk for retrograde type A aortic dissection (ascending aorta >38 mm, bicuspid aortic valve, arch abnormalities, lost sinotubular junction, extensive ascending aortic length)"
28,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,IIa,B,[],"In elective TEVAR in zones 0, 1, 2, preventive left subclavian artery revascularization should be considered to reduce the risk of neurological complications such as stroke and spinal cord ischaemia"
29,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,I,C,[],Hybrid aortic arch repair should be centralized in centres with adequate volume and expertise in both open and endovascular surgery
30,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,IIa,B,[],Endovascular aortic arch repair in zone 0 should be considered in patients unfit for open surgery and with a suitable anatomy
31,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,I,C,[],It is recommended that endovascular aortic arch repair is performed in centres with adequate volume of and expertise in open and endovascular arch repair
32,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,I,C,[],"In any open proximal thoracic aortic surgery, ascending/hemiarch replacement has to be extensive, and short ascending grafts should be avoided to prevent disease progression and to anticipate future endovascular modular distal extension"
33,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,IIa,C,,The PG technique should be considered in urgent TEVAR procedures requiring a seal in landing zones 0-2 without adequate options for open surgery or supraaortic debranching and as a bail-out strategy in cases where unintended obstruction of a supra-aortic vessel occurred during TEVAR
34,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,III,C,,"The PG technique is not recommended as a routine strategy in preserving flow to major supra-aortic branches in zones 0-2 if other strategies (open surgery, branched/fenestrated stent grafts) are available"
35,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,III,C,,The multilayer technique is not recommended for the treatment of any kind of aortic arch pathology
36,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,IIa,C,[],Surgical treatment should be considered in symptomatic patients with floating aortic arch thrombi
37,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,IIb,C,[],Surgical treatment may be considered in symptomatic patients with extensive stationary (mural lining) aortic arch thrombi
38,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,IIa,C,[],An aneurysmatic subclavian artery (≥3 cm) and/or Kommerell's diverticulum (≥5.5 cm) should be considered for repair
39,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,I,C,[],In symptomatic patients with aberrant subclavian artery and/or Kommerell's diverticulum treatment is recommended
40,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,IIa,C,,"Removal of the infected vessel or prosthetic material, local debridement and in situ aortic reconstruction using biological material should be considered in infections of the native aortic arch or aortic arch graft"
41,Aortic_arch,Treatment of Thoracic Aortic Pathologies Involving the Aortic Arch,2019,Iib,C,[],**Endovascular repair may be considered for bridging purposes or definite treatment in inoperable patients with infections of the native aortic arch or aortic arch graft concomitant to antiinfectious therapy**
